"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.123017330E1	-6.156196594E-1	9.606290817E0	1.102634144E1	1.463694013E1
8.123520424E1	-1.071259975E0	8.698114395E0	1.097023010E1	1.404103773E1
8.124023518E1	-1.724713087E0	7.940976143E0	1.099873447E1	1.367500996E1
8.124526612E1	-2.413830280E0	7.253677368E0	1.098715687E1	1.338506735E1
8.125029706E1	-3.058402777E0	6.497613907E0	1.089711952E1	1.305067155E1
8.125532799E1	-3.769949913E0	5.634880066E0	1.081422520E1	1.276369313E1
8.126035893E1	-4.525918961E0	4.799986839E0	1.078988552E1	1.264695401E1
8.126538987E1	-5.107092857E0	4.079659462E0	1.065995407E1	1.250442480E1
8.127042080E1	-5.556873322E0	3.522313118E0	1.039464474E1	1.230179540E1
8.127545174E1	-6.023655891E0	3.037501335E0	1.009842300E1	1.214450459E1
8.128048268E1	-6.474265099E0	2.491638184E0	9.899737358E0	1.208838985E1
8.128551362E1	-6.708735466E0	1.717576981E0	9.797998428E0	1.199824885E1
8.129054456E1	-6.809595108E0	7.731447220E-1	9.706335068E0	1.188197285E1
8.129557549E1	-6.897831440E0	-1.692628860E-1	9.495080948E0	1.173734598E1
8.130060643E1	-6.998751640E0	-1.052269936E0	9.173243523E0	1.158612072E1
8.130563737E1	-7.027646065E0	-1.938155174E0	8.768838882E0	1.140336749E1
8.131066830E1	-6.899783134E0	-2.908247948E0	8.381370544E0	1.123887386E1
8.131569924E1	-6.692791939E0	-3.972011089E0	7.999925613E0	1.116105487E1
8.132073018E1	-6.421711922E0	-5.076739788E0	7.656520844E0	1.120865658E1
8.132576112E1	-6.058161736E0	-6.212862015E0	7.359174728E0	1.137798008E1
8.133079205E1	-5.640301228E0	-7.308659077E0	7.053808689E0	1.161833518E1
8.133582299E1	-5.201287270E0	-8.407310486E0	6.662987709E0	1.192189851E1
8.134085393E1	-4.735828876E0	-9.456305504E0	6.195662498E0	1.225708051E1
8.134588487E1	-4.257699966E0	-1.049404144E1	5.656454563E0	1.265892543E1
8.135091580E1	-3.718315363E0	-1.155880356E1	5.040704727E0	1.314688225E1
8.135594674E1	-3.136028767E0	-1.265055370E1	4.315065861E0	1.372920168E1
8.136097768E1	-2.557676315E0	-1.372619438E1	3.388804436E0	1.436781528E1
8.136600862E1	-2.024954796E0	-1.466143417E1	2.304893494E0	1.497900624E1
8.137103956E1	-1.541064024E0	-1.538018131E1	1.196457505E0	1.550343078E1
8.137607049E1	-1.075534940E0	-1.589283371E1	7.146215439E-2	1.592934542E1
8.138110143E1	-6.170903444E-1	-1.628185081E1	-1.038600206E0	1.632660886E1
8.138613237E1	-2.216502428E-1	-1.659640884E1	-2.001934767E0	1.671818346E1
8.139116330E1	9.770542383E-2	-1.687141800E1	-2.868334532E0	1.711378493E1
8.139619424E1	3.371394277E-1	-1.702705002E1	-3.639416933E0	1.741492035E1
8.140122518E1	5.064262748E-1	-1.705528259E1	-4.297171593E0	1.759559080E1
8.140625612E1	6.819189787E-1	-1.703878021E1	-4.746540546E0	1.770069749E1
8.141128706E1	9.347519279E-1	-1.711242104E1	-4.930244446E0	1.783300382E1
8.141631799E1	1.307582140E0	-1.727677536E1	-4.805185795E0	1.798017098E1
8.142134893E1	1.757295370E0	-1.750344467E1	-4.428447723E0	1.814028146E1
8.142637987E1	2.169302940E0	-1.771123505E1	-3.947709084E0	1.827506851E1
8.143141080E1	2.563289165E0	-1.790962601E1	-3.337903976E0	1.839746608E1
8.143644174E1	2.916082621E0	-1.806477356E1	-2.726718903E0	1.850066425E1
8.144147268E1	3.194892168E0	-1.821446609E1	-2.222424984E0	1.862560828E1
8.144650362E1	3.371642828E0	-1.830069542E1	-1.803988457E0	1.869593011E1
8.145153456E1	3.446820736E0	-1.835642242E1	-1.460165501E0	1.873421738E1
8.145656549E1	3.406415939E0	-1.830939484E1	-1.194264889E0	1.866182942E1
8.146159643E1	3.250532150E0	-1.822153282E1	-1.029152393E0	1.853778229E1
8.146662737E1	3.026892662E0	-1.815003777E1	-9.306559563E-1	1.842422510E1
8.147165830E1	2.720832825E0	-1.809961700E1	-8.268165588E-1	1.832164547E1
8.147668924E1	2.365445137E0	-1.809906006E1	-6.605424881E-1	1.826492875E1
8.148172018E1	1.955482841E0	-1.812460709E1	-4.133167267E-1	1.823447630E1
8.148675112E1	1.509675264E0	-1.811433029E1	-6.205940247E-2	1.817723666E1
8.149178206E1	1.046596169E0	-1.804933167E1	3.494606018E-1	1.808302684E1
8.149681299E1	5.320544243E-1	-1.795361710E1	8.495380878E-1	1.798157845E1
8.150184393E1	-2.513429523E-2	-1.781746674E1	1.371235609E0	1.787017179E1
8.150687487E1	-5.968934298E-1	-1.765967941E1	1.848044157E0	1.776614269E1
8.151190580E1	-1.169671059E0	-1.747493362E1	2.271379232E0	1.766070778E1
8.151693674E1	-1.696571350E0	-1.732485008E1	2.604102612E0	1.760142424E1
8.152196768E1	-2.135548115E0	-1.724235344E1	2.737299442E0	1.758840886E1
8.152699862E1	-2.468356609E0	-1.719354057E1	2.657562733E0	1.757194530E1
8.153202956E1	-2.767401218E0	-1.715901566E1	2.537795544E0	1.756504295E1
8.153706049E1	-3.080655575E0	-1.714350891E1	2.502389908E0	1.759693984E1
8.154209143E1	-3.436521053E0	-1.717577171E1	2.450459957E0	1.768676242E1
8.154712237E1	-3.868042946E0	-1.724640083E1	2.299907446E0	1.782385122E1
8.155215330E1	-4.322367668E0	-1.722641754E1	2.026181221E0	1.787561842E1
8.155718424E1	-4.799625874E0	-1.709207535E1	1.662493348E0	1.783085338E1
8.156221518E1	-5.276153564E0	-1.693903923E1	1.371651769E0	1.779466985E1
8.156724612E1	-5.709063530E0	-1.692965698E1	1.048806906E0	1.789711395E1
8.157227706E1	-6.060085297E0	-1.712073517E1	6.087372303E-1	1.817181244E1
8.157730799E1	-6.290852547E0	-1.750676727E1	-4.729747772E-3	1.860273497E1
8.158233893E1	-6.487315178E0	-1.799626923E1	-8.192288876E-1	1.914737842E1
8.158736987E1	-6.759336948E0	-1.846935081E1	-1.790973902E0	1.974875042E1
8.159240080E1	-7.121113777E0	-1.877787209E1	-2.834092140E0	2.028178542E1
8.159743174E1	-7.577691555E0	-1.884111023E1	-3.987912655E0	2.069570707E1
8.160246268E1	-8.019624710E0	-1.864087677E1	-5.153923035E0	2.093703871E1
8.160749362E1	-8.232576370E0	-1.823088837E1	-6.138760567E0	2.092426786E1
8.161252456E1	-8.183935165E0	-1.777942085E1	-6.926381111E0	2.076196898E1
8.161755549E1	-7.969856262E0	-1.733953667E1	-7.266425133E0	2.042006550E1
8.162258643E1	-7.589775085E0	-1.696853638E1	-7.095083237E0	1.989663587E1
8.162761737E1	-6.946857452E0	-1.663231087E1	-6.386525154E0	1.912276907E1
8.163264830E1	-6.120666027E0	-1.630576515E1	-5.425080299E0	1.824204007E1
8.163767924E1	-5.262325287E0	-1.582946968E1	-4.082569122E0	1.717357122E1
8.164271018E1	-4.484413624E0	-1.502944565E1	-2.488449574E0	1.588038360E1
8.164774112E1	-3.794558048E0	-1.387994576E1	-5.843989849E-1	1.440114881E1
8.165277206E1	-3.062028646E0	-1.260862923E1	1.597872138E0	1.307313068E1
8.165780299E1	-2.304699421E0	-1.121335030E1	3.931657076E0	1.210408161E1
8.166283393E1	-1.602878809E0	-9.634752274E0	6.429805279E0	1.169359088E1
8.166786487E1	-9.701426029E-1	-7.904736042E0	9.148180962E0	1.212910728E1
8.167289580E1	-4.682149887E-1	-6.141588211E0	1.219497490E1	1.366220128E1
8.167792674E1	-2.884328365E-1	-4.463819981E0	1.539548588E1	1.603215106E1
8.168295768E1	-7.565455437E-1	-2.621949673E0	1.832127953E1	1.852339776E1
8.168798862E1	-1.854617357E0	-2.574071884E-1	2.076912689E1	2.085335694E1
8.169301955E1	-3.331702232E0	2.637883186E0	2.256982422E1	2.296640226E1
8.169805049E1	-4.890020370E0	5.731430054E0	2.383227348E1	2.499477644E1
8.170308143E1	-6.265527725E0	8.685509682E0	2.479946899E1	2.701311864E1
8.170811237E1	-7.304155350E0	1.131041908E1	2.562770271E1	2.894918672E1
8.171314330E1	-7.990232468E0	1.349763107E1	2.637667274E1	3.068808767E1
8.171817424E1	-8.398393631E0	1.525347900E1	2.702380371E1	3.214790202E1
8.172320518E1	-8.660037994E0	1.670883560E1	2.741646957E1	3.325423656E1
8.172823612E1	-8.772132874E0	1.794188499E1	2.733496666E1	3.385353681E1
8.173326706E1	-8.779097557E0	1.902140427E1	2.673642349E1	3.396649401E1
8.173829799E1	-8.701190948E0	2.001639748E1	2.565412712E1	3.368235636E1
8.174332893E1	-8.486513138E0	2.073819542E1	2.433603287E1	3.308075196E1
8.174835987E1	-8.020899773E0	2.094157982E1	2.291461945E1	3.206188364E1
8.175339080E1	-7.323629856E0	2.078911400E1	2.139759636E1	3.071937410E1
8.175842174E1	-6.628921986E0	2.062072372E1	1.990266418E1	2.941552133E1
8.176345268E1	-5.907236576E0	2.048489761E1	1.836095428E1	2.813629536E1
8.176848362E1	-5.114456177E0	2.025830841E1	1.672788048E1	2.676525186E1
8.177351455E1	-4.167827606E0	1.983712769E1	1.520350552E1	2.533829122E1
8.177854549E1	-3.209052563E0	1.919919586E1	1.388769722E1	2.391182289E1
8.178357643E1	-2.288855076E0	1.842280388E1	1.275125885E1	2.252183746E1
8.178860737E1	-1.252118111E0	1.767223358E1	1.182268238E1	2.129909524E1
8.179363830E1	-2.929267883E-1	1.659980583E1	1.102544403E1	1.992987145E1
8.179866924E1	4.951496124E-1	1.545579910E1	1.025463867E1	1.855490537E1
8.180370018E1	1.118701458E0	1.444195271E1	9.453428268E0	1.729707481E1
8.180873112E1	1.665175200E0	1.347256756E1	8.698806763E0	1.612303086E1
8.181376206E1	2.135339022E0	1.242846680E1	7.847312450E0	1.485283718E1
8.181879299E1	2.429115057E0	1.142979813E1	6.951251507E0	1.359635181E1
8.182382393E1	2.584931135E0	1.050561333E1	5.957455158E0	1.235075108E1
8.182885487E1	2.521347284E0	9.569984436E0	4.860657692E0	1.102577831E1
8.183388580E1	2.209291935E0	8.718750000E0	3.856233120E0	9.786118040E0
8.183891674E1	1.886569262E0	7.990277290E0	2.894386292E0	8.705236743E0
8.184394768E1	1.685246468E0	7.293893337E0	2.020627499E0	7.753958419E0
8.184897862E1	1.531663418E0	6.591536045E0	1.290233612E0	6.889052405E0
8.185400956E1	1.429026604E0	5.897859097E0	9.164347649E-1	6.137321210E0
8.185904049E1	1.342580795E0	5.141372681E0	8.208756447E-1	5.376808817E0
8.186407143E1	1.237951994E0	4.346288681E0	8.157668114E-1	4.592191844E0
8.186910237E1	1.042947531E0	3.603567123E0	8.625669479E-1	3.849345049E0
8.187413330E1	7.574129105E-1	2.908178806E0	9.138765335E-1	3.141074435E0
8.187916424E1	5.153496265E-1	2.245535851E0	8.509454727E-1	2.456038414E0
8.188419518E1	3.316676617E-1	1.629999638E0	6.510944366E-1	1.786288393E0
8.188922612E1	2.071650028E-1	1.047339439E0	3.443045616E-1	1.121776658E0
8.189425706E1	1.334731579E-1	4.931998253E-1	-6.198406219E-3	5.109790326E-1
8.189928799E1	1.455061436E-1	-3.175830841E-2	-3.088703156E-1	3.429015891E-1
8.190431893E1	1.826491356E-1	-5.220103264E-1	-5.920195580E-1	8.101497668E-1
8.190934987E1	1.748979092E-1	-9.289708138E-1	-7.597465515E-1	1.212761672E0
8.191438080E1	1.479249001E-1	-1.223262310E0	-8.121528625E-1	1.475752258E0
8.191941174E1	2.231354713E-1	-1.485633850E0	-8.306159973E-1	1.716630511E0
8.192444268E1	3.448092937E-1	-1.725243568E0	-8.723039627E-1	1.963739551E0
8.192947362E1	4.476172924E-1	-1.917884350E0	-8.461241722E-1	2.143494281E0
8.193450455E1	4.372448921E-1	-2.044384480E0	-7.376236916E-1	2.216930244E0
8.193953549E1	3.337948322E-1	-2.138402462E0	-5.802454948E-1	2.240729549E0
8.194456643E1	1.903517246E-1	-2.157217503E0	-4.408683777E-1	2.210019470E0
8.194959737E1	2.617073059E-2	-2.168261051E0	-3.719077110E-1	2.200080962E0
8.195462830E1	-1.492910385E-1	-2.162401676E0	-3.252830505E-1	2.191820678E0
8.195965924E1	-4.178750515E-1	-2.106657505E0	-1.908841133E-1	2.156168395E0
8.196469018E1	-7.900929451E-1	-1.972846985E0	-5.504894257E-2	2.125888632E0
8.196972112E1	-1.147839308E0	-1.823688507E0	-5.679082870E-2	2.155597376E0
8.197475206E1	-1.454480886E0	-1.716898918E0	-1.437954903E-1	2.254758011E0
8.197978299E1	-1.745260239E0	-1.642997265E0	-2.545032501E-1	2.410424282E0
8.198481393E1	-2.055199385E0	-1.582822323E0	-4.279184341E-1	2.629122516E0
8.198984487E1	-2.299727440E0	-1.550684452E0	-6.121106148E-1	2.840430948E0
8.199487580E1	-2.403273344E0	-1.599053860E0	-8.123664856E-1	2.998772302E0
8.199990674E1	-2.404678583E0	-1.727727890E0	-9.380612373E-1	3.106039542E0
8.200493768E1	-2.375645399E0	-1.812199593E0	-9.700779915E-1	3.141466176E0
8.200996862E1	-2.286918163E0	-1.795055389E0	-9.991636276E-1	3.074174115E0
8.201499956E1	-2.066030025E0	-1.719532490E0	-9.482522011E-1	2.850342837E0
8.202003049E1	-1.635596633E0	-1.738788128E0	-7.595047951E-1	2.505076453E0
8.202506143E1	-1.071313739E0	-1.871768951E0	-5.953712463E-1	2.237341962E0
8.203009237E1	-5.251139402E-1	-2.027302742E0	-3.743705750E-1	2.127405553E0
8.203512330E1	-4.354238510E-2	-2.186026573E0	-2.830924988E-1	2.204710748E0
8.204015424E1	3.125783205E-1	-2.271203041E0	-3.692808151E-1	2.322162092E0
8.204518518E1	4.823752642E-1	-2.244627953E0	-5.752005577E-1	2.366832529E0
8.205021612E1	4.908274412E-1	-2.178093910E0	-8.290624619E-1	2.381669420E0
8.205524706E1	4.104152918E-1	-2.167192459E0	-1.068865776E0	2.451048330E0
8.206027799E1	3.321442604E-1	-2.211701393E0	-1.318983793E0	2.596470895E0
8.206530893E1	2.559529543E-1	-2.287444592E0	-1.637304783E0	2.824656019E0
8.207033987E1	1.576410532E-1	-2.331979275E0	-1.904775143E0	3.015152796E0
8.207537080E1	6.526267529E-2	-2.282855511E0	-2.055295944E0	3.072446894E0
8.208040174E1	-4.146897793E-2	-2.139900208E0	-2.075482845E0	2.981362376E0
8.208543268E1	-1.541953087E-1	-1.926891327E0	-2.052291870E0	2.819324085E0
8.209046362E1	-2.548992634E-1	-1.715596199E0	-1.904778242E0	2.576125794E0
8.209549456E1	-3.252352476E-1	-1.472682476E0	-1.465546370E0	2.102949786E0
8.210052549E1	-2.703058720E-1	-1.150767326E0	-7.582612038E-1	1.404382696E0
8.210555643E1	-1.192353964E-1	-9.084692001E-1	-1.981320381E-1	9.374378229E-1
8.211058737E1	8.243203163E-3	-8.182868958E-1	4.556179047E-1	9.366157532E-1
8.211561830E1	9.291875362E-2	-8.188428879E-1	9.605517387E-1	1.265621275E0
8.212064924E1	9.633195400E-2	-7.865600586E-1	1.404251575E0	1.612414047E0
8.212568018E1	1.281623840E-1	-7.843980789E-1	1.649112225E0	1.830649358E0
8.213071112E1	1.402516365E-1	-8.415279388E-1	1.571683407E0	1.788303253E0
8.213574206E1	5.140769482E-2	-8.911008835E-1	1.258646011E0	1.543014361E0
8.214077299E1	-1.524027586E-1	-8.947296143E-1	7.004718781E-1	1.146485297E0
8.214580393E1	-4.323488474E-1	-8.807401657E-1	2.597522736E-2	9.814802483E-1
8.215083487E1	-6.014121771E-1	-9.010133743E-1	-7.753391266E-1	1.332168333E0
8.215586580E1	-5.598645210E-1	-5.386619568E-1	-2.172746658E-1	8.067299833E-1
8.216089674E1	-4.106744528E-1	-2.382864952E-1	1.284260750E-1	4.918609729E-1
8.216592768E1	-4.233983755E-1	-1.572184563E-1	-3.462281227E-1	5.690850027E-1
8.217095862E1	-3.107953072E-1	-4.145264626E-1	-9.661164284E-1	1.096269522E0
8.217598956E1	7.140076160E-2	-8.278474808E-1	-9.515461922E-1	1.263277355E0
8.218102049E1	5.609766841E-1	-1.028585911E0	-6.571950912E-1	1.343349993E0
8.218605143E1	8.761900663E-1	-9.690937996E-1	-3.941903114E-1	1.364638350E0
8.219108237E1	9.988876581E-1	-7.645001411E-1	-2.100539207E-1	1.275288073E0
8.219611330E1	9.968785644E-1	-5.013103485E-1	-5.156421661E-2	1.117021847E0
8.220114424E1	1.014391184E0	-3.042793274E-1	8.192443848E-2	1.062208547E0
8.220617518E1	1.013662815E0	-2.167921066E-1	3.011260033E-1	1.079438738E0
8.221120612E1	9.665256143E-1	-2.104072571E-1	5.204486847E-1	1.117725284E0
8.221623706E1	9.020672441E-1	-2.472705841E-1	6.784148216E-1	1.155471646E0
8.222126799E1	8.635185957E-1	-2.943625450E-1	7.613940239E-1	1.188290593E0
8.222629893E1	8.127148747E-1	-3.665795326E-1	7.653698921E-1	1.175022167E0
8.223132987E1	7.400379777E-1	-4.452228546E-1	7.244124413E-1	1.127232444E0
8.223636080E1	6.502223015E-1	-5.543441772E-1	5.334491730E-1	1.007300615E0
8.224139174E1	5.431834459E-1	-6.603593826E-1	2.307443619E-1	8.856442461E-1
8.224642268E1	3.902946711E-1	-7.580623627E-1	-1.506786346E-1	8.658478659E-1
8.225145362E1	2.250190377E-1	-8.087110519E-1	-6.305203438E-1	1.049858579E0
8.225648456E1	9.497106075E-2	-8.356652260E-1	-1.099470615E0	1.384265692E0
8.226151549E1	-1.936703920E-2	-8.143463135E-1	-1.467583656E0	1.678492415E0
8.226654643E1	-1.422674656E-1	-7.632975578E-1	-1.668850422E0	1.840631664E0
8.227157737E1	-3.742591143E-1	-6.341753006E-1	-1.728047371E0	1.878402490E0
8.227660830E1	-6.721367240E-1	-3.789219856E-1	-1.583533287E0	1.761512792E0
8.228163924E1	-8.970789909E-1	-1.673460007E-2	-1.288219452E0	1.569885384E0
8.228667018E1	-9.774258733E-1	3.133006096E-1	-9.088835716E-1	1.370980655E0
8.229170112E1	-9.612054825E-1	5.151529312E-1	-5.120530128E-1	1.204780814E0
8.229673205E1	-8.725818396E-1	5.405440331E-1	-1.305017471E-1	1.034706540E0
8.230176299E1	-7.593483329E-1	5.132155418E-1	1.506719589E-1	9.288175936E-1
8.230679393E1	-6.930497289E-1	4.659023285E-1	3.181691170E-1	8.936523336E-1
8.231182487E1	-6.780851483E-1	4.648656845E-1	3.920693398E-1	9.108336512E-1
8.231685580E1	-6.570713520E-1	4.809312820E-1	4.924569130E-1	9.516046820E-1
8.232188674E1	-5.923774242E-1	5.091276169E-1	6.289143562E-1	1.002823619E0
8.232691768E1	-5.376533866E-1	5.063967705E-1	6.433954239E-1	9.795236213E-1
8.233194862E1	-5.560083389E-1	4.347672462E-1	3.825764656E-1	8.028278666E-1
8.233697956E1	-5.380595922E-1	3.282675743E-1	2.096343040E-1	6.642396153E-1
8.234201049E1	-4.180729985E-1	2.592115402E-1	2.002267838E-1	5.310992559E-1
8.234704143E1	-3.312962651E-1	2.280974388E-1	1.334114075E-1	4.237738318E-1
8.235207237E1	-4.841915369E-1	2.640185356E-1	-7.261371613E-2	5.562553221E-1
8.235710330E1	-7.668599486E-1	3.816161156E-1	-2.076706886E-1	8.813808231E-1
8.236213424E1	-1.040549994E0	6.096353531E-1	-2.193622589E-1	1.225772962E0
8.236716518E1	-1.199899316E0	8.714847565E-1	-2.130408287E-1	1.498209079E0
8.237219612E1	-1.277884603E0	1.056891918E0	-2.887687683E-1	1.683269731E0
8.237722705E1	-1.283149958E0	1.127443314E0	-4.412212372E-1	1.764165077E0
8.238225799E1	-1.243443489E0	1.106848240E0	-4.928336143E-1	1.736130671E0
8.238728893E1	-1.133974075E0	1.033208370E0	-5.102806091E-1	1.616726025E0
8.239231987E1	-1.016169906E0	9.398694038E-1	-5.363492966E-1	1.484461634E0
8.239735080E1	-8.794974089E-1	8.696937561E-1	-5.994324684E-1	1.374482523E0
8.240238174E1	-7.279307842E-1	7.843179703E-1	-6.132764816E-1	1.233347456E0
8.240741268E1	-5.512409210E-1	6.405925751E-1	-5.873627663E-1	1.029184347E0
8.241244362E1	-3.681310713E-1	4.767646790E-1	-5.121011734E-1	7.906153658E-1
8.241747456E1	-1.928748786E-1	3.358750343E-1	-4.449582100E-1	5.899157280E-1
8.242250549E1	-1.067616045E-1	2.322473526E-1	-4.051017761E-1	4.790034676E-1
8.242753643E1	-1.241383851E-1	1.850700378E-1	-3.591694832E-1	4.226866158E-1
8.243256737E1	-1.878596544E-1	1.848006248E-1	-2.642722130E-1	3.732054706E-1
8.243759830E1	-2.458567619E-1	2.125282288E-1	-9.210014343E-2	3.377813373E-1
8.244262924E1	-3.372917175E-1	2.827310562E-1	7.573843002E-2	4.465857842E-1
8.244766018E1	-5.012769103E-1	4.146542549E-1	2.247042656E-1	6.882649918E-1
8.245269112E1	-6.765169501E-1	5.317597389E-1	3.308339119E-1	9.218973267E-1
8.245772206E1	-8.447602987E-1	6.388034821E-1	3.942275047E-1	1.130090782E0
8.246275299E1	-1.006907344E0	7.070279121E-1	3.767733574E-1	1.286743576E0
8.246778393E1	-1.130001545E0	7.220315933E-1	2.978501320E-1	1.373662191E0
8.247281487E1	-1.180871964E0	6.837177277E-1	2.390632629E-1	1.385308546E0
8.247784580E1	-1.245723248E0	6.445646286E-1	1.002273560E-1	1.406177618E0
8.248287674E1	-1.348294020E0	5.901494026E-1	-6.578826904E-2	1.473262087E0
8.248790768E1	-1.478885889E0	5.540881157E-1	-2.063608170E-1	1.592702703E0
8.249293862E1	-1.555928469E0	5.269918442E-1	-3.742237091E-1	1.684837437E0
8.249796956E1	-1.550371051E0	4.947791100E-1	-5.790824890E-1	1.727365998E0
8.250300049E1	-1.447208405E0	4.052772522E-1	-8.068857193E-1	1.705792010E0
8.250803143E1	-1.312646151E0	2.829999924E-1	-1.000689507E0	1.674666654E0
8.251306237E1	-1.160132766E0	1.762881279E-1	-1.141862392E0	1.637325643E0
8.251809330E1	-1.041403294E0	8.086967468E-2	-1.211879253E0	1.599910013E0
8.252312424E1	-9.411765337E-1	3.530645370E-2	-1.239899635E0	1.557051996E0
8.252815518E1	-7.724955082E-1	2.059268951E-2	-1.254945755E0	1.473791782E0
8.253318612E1	-5.153906941E-1	-1.597595215E-2	-1.209290981E0	1.314635872E0
8.253821705E1	-2.311913967E-1	-7.940006256E-2	-1.040774345E0	1.069095445E0
8.254324799E1	3.785753250E-2	-1.605863571E-1	-7.970800400E-1	8.139765113E-1
8.254827893E1	2.110345960E-1	-1.261663437E-1	-5.544629097E-1	6.065333175E-1
8.255330987E1	2.889467478E-1	-2.960062027E-2	-3.315567970E-1	4.407905732E-1
8.255834080E1	3.100914955E-1	5.190610886E-2	-1.422472000E-1	3.450873015E-1
8.256337174E1	2.697398663E-1	1.082401276E-1	-3.389024734E-2	2.926159079E-1
8.256840268E1	1.246994734E-1	1.055479050E-1	1.039242744E-1	1.936248272E-1
8.257343362E1	-1.491802335E-1	8.189773560E-2	2.474665642E-1	3.003359478E-1
8.257846456E1	-4.280201793E-1	6.110763550E-2	3.968715668E-1	5.868922026E-1
8.258349549E1	-6.407763958E-1	3.839540482E-2	3.800215721E-1	7.459792167E-1
8.258852643E1	-7.304917574E-1	4.180908203E-3	2.210726738E-1	7.632226508E-1
8.259355737E1	-7.596150637E-1	-3.653192520E-2	1.086902618E-2	7.605706819E-1
8.259858830E1	-7.138535976E-1	-7.868480682E-2	-2.221055031E-1	7.517373958E-1
8.260361924E1	-6.410722136E-1	-1.505970955E-1	-4.016737938E-1	7.713591284E-1
8.260865018E1	-6.082122326E-1	-1.800951958E-1	-4.996004105E-1	8.074385237E-1
8.261368112E1	-6.344226003E-1	-1.381344795E-1	-5.307030678E-1	8.385814906E-1
8.261871206E1	-6.958986521E-1	-4.367780685E-2	-4.761471748E-1	8.443333565E-1
8.262374299E1	-7.211121321E-1	6.040143967E-2	-3.983836174E-1	8.260511773E-1
8.262877393E1	-7.104746103E-1	1.550035477E-1	-3.069791794E-1	7.893266043E-1
8.263380487E1	-7.219378948E-1	2.640948296E-1	-2.210249901E-1	7.998702702E-1
8.263883580E1	-7.992572784E-1	4.257798195E-1	1.084313393E-1	9.120625018E-1
8.264386674E1	-8.239494562E-1	3.864254951E-1	2.748751640E-1	9.506701455E-1
8.264889768E1	-7.393643856E-1	1.222481728E-1	3.456902504E-1	8.252914998E-1
8.265392862E1	-6.177943349E-1	-2.422828674E-1	4.646811485E-1	8.101230758E-1
8.265895956E1	-4.020574093E-1	-6.069383621E-1	5.316839218E-1	9.015054789E-1
8.266399049E1	2.104904652E-1	-6.798200607E-1	-3.479542732E-1	7.921702640E-1
8.266902143E1	8.465343714E-1	-2.491931915E-1	-1.018090725E0	1.347303386E0
8.267405237E1	5.474244356E-1	-1.224632263E-1	3.049278259E-2	5.617833784E-1
8.267908330E1	2.550442219E-1	1.116685867E-1	4.050765038E-1	4.915327072E-1
8.268411424E1	3.616130352E-1	5.050377846E-1	-9.848356247E-2	6.289087081E-1
8.268914518E1	2.080109119E-1	7.462472916E-1	-1.015453339E-1	7.813226059E-1
8.269417612E1	-1.674496531E-1	8.876280785E-1	2.906603813E-1	9.488974914E-1
8.269920706E1	-5.127547979E-1	1.072105408E0	6.338853836E-1	1.346899465E0
8.270423799E1	-7.252862453E-1	1.189042568E0	8.239731789E-1	1.618268879E0
8.270926893E1	-8.359742761E-1	1.252465248E0	7.805047035E-1	1.696086608E0
8.271429987E1	-9.657036662E-1	1.348228455E0	4.946274757E-1	1.730595238E0
8.271933080E1	-1.057629585E0	1.366424561E0	1.387438774E-1	1.733478088E0
8.272436174E1	-9.637076855E-1	1.345906258E0	4.247093201E-2	1.655898529E0
8.272939268E1	-8.713266850E-1	1.406950474E0	1.523056030E-1	1.661901569E0
8.273442362E1	-8.776198626E-1	1.330229282E0	3.000035286E-1	1.621643822E0
8.273945456E1	-8.788681030E-1	1.064073563E0	2.505488396E-1	1.402653346E0
8.274448549E1	-7.991772294E-1	7.001652718E-1	1.798343658E-2	1.062656603E0
8.274951643E1	-5.993232131E-1	3.441829681E-1	-3.118262291E-1	7.582122569E-1
8.275454737E1	-4.162285924E-1	6.797599792E-2	-6.098918915E-1	7.415086626E-1
8.275957830E1	-3.054809570E-1	-1.476511955E-1	-7.711648941E-1	8.425050650E-1
8.276460924E1	-2.615778446E-1	-3.171033859E-1	-7.862639427E-1	8.872364475E-1
8.276964023E1	-2.176160961E-1	-4.404392242E-1	-7.940096855E-1	9.336995535E-1
8.277467122E1	-1.406044960E-1	-5.033617020E-1	-8.804302216E-1	1.023865227E0
8.277970221E1	-5.443884432E-2	-5.395321846E-1	-1.102675915E0	1.228801342E0
8.278473320E1	3.669199347E-2	-5.156135559E-1	-1.355240822E0	1.450476241E0
8.278976419E1	1.193415970E-1	-4.653048515E-1	-1.398807049E0	1.478990257E0
8.279479518E1	9.356892109E-2	-4.606747627E-1	-1.324188709E0	1.405151991E0
8.279982617E1	2.725422382E-3	-5.209283829E-1	-1.160044670E0	1.271643600E0
8.280485716E1	-7.187888771E-2	-6.270270348E-1	-9.540905952E-1	1.143948574E0
8.280988815E1	-3.982740045E-1	-6.259646416E-1	-5.818886757E-1	9.428936027E-1
8.281491914E1	-1.167603850E0	-1.309943199E-1	5.976667404E-1	1.318204762E0
8.281995013E1	-1.648274899E0	5.069456100E-1	1.398533821E0	2.220292963E0
8.282498112E1	-1.569435000E0	7.990016937E-1	1.324482441E0	2.203584276E0
8.283001211E1	-1.402009606E0	8.743224144E-1	1.247247219E0	2.070192321E0
8.283504310E1	-1.281263947E0	8.859181404E-1	1.272167683E0	2.011193394E0
