"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.022297786E1	-5.293265581E-1	-1.632988453E-1	-9.502267838E-1	1.099901840E0
2.022800880E1	-6.605784297E-1	-1.483057737E-1	-9.170084000E-1	1.139852126E0
2.023303973E1	-8.088331819E-1	-8.369207382E-2	-8.465347290E-1	1.173812816E0
2.023807067E1	-9.169142842E-1	-3.152740002E-2	-7.438859940E-1	1.181140192E0
2.024310161E1	-1.013534546E0	-1.073551178E-2	-6.425752640E-1	1.200112702E0
2.024813255E1	-1.131949425E0	4.533076286E-2	-5.948162079E-1	1.279519714E0
2.025316348E1	-1.238604903E0	8.885085583E-2	-4.339675903E-1	1.315433180E0
2.025819442E1	-1.290857673E0	9.610724449E-2	-2.131862640E-1	1.311868331E0
2.026322536E1	-1.336818218E0	8.604705334E-2	1.012516022E-2	1.339622918E0
2.026825630E1	-1.362352610E0	6.800889969E-2	1.932716370E-1	1.377673317E0
2.027328723E1	-1.372495890E0	2.746331692E-2	3.414125443E-1	1.414588889E0
2.027831817E1	-1.367414713E0	-1.197326183E-2	4.738950729E-1	1.447253570E0
2.028334911E1	-1.356846571E0	-6.970858574E-2	6.431665421E-1	1.503181661E0
2.028838005E1	-1.341027617E0	-1.031692028E-1	7.920064926E-1	1.560856572E0
2.029341098E1	-1.310643673E0	-1.509646177E-1	8.636846542E-1	1.576872961E0
2.029844192E1	-1.242118597E0	-1.895478964E-1	9.301223755E-1	1.563302481E0
2.030347286E1	-1.135910153E0	-2.525036335E-1	9.961643219E-1	1.531794150E0
2.030850374E1	-1.006643772E0	-2.971719503E-1	1.033366203E0	1.472918383E0
2.031353463E1	-8.272740841E-1	-3.214566708E-1	1.025537491E0	1.356261017E0
2.031856551E1	-6.338441968E-1	-3.186565638E-1	9.892892838E-1	1.217371660E0
2.032359640E1	-4.312180579E-1	-2.936080694E-1	9.485721588E-1	1.082563556E0
2.032862728E1	-2.480632365E-1	-2.750529051E-1	7.886104584E-1	8.712611118E-1
2.033365817E1	-1.128115058E-1	-2.628422976E-1	6.816806793E-1	7.392570986E-1
2.033868906E1	1.765298843E-2	-2.089955807E-1	5.942153931E-1	6.301449945E-1
2.034371994E1	1.241688728E-1	-1.468932629E-1	4.496507645E-1	4.890617033E-1
2.034875083E1	1.542257071E-1	-7.156193256E-2	3.197622299E-1	3.621526786E-1
2.035378171E1	1.605766416E-1	1.251173019E-2	2.809991837E-1	3.238856935E-1
2.035881260E1	1.478688121E-1	8.151161671E-2	1.945533752E-1	2.576050175E-1
2.036384348E1	1.637930870E-1	1.596291065E-1	1.369733810E-1	2.665920744E-1
2.036887437E1	1.891235709E-1	1.992399693E-1	6.037330627E-2	2.812636246E-1
2.037390525E1	2.429857254E-1	2.197275162E-1	7.785797119E-3	3.276932449E-1
2.037893614E1	2.707073092E-1	2.529387474E-1	3.629207611E-2	3.722600865E-1
2.038396702E1	3.072965145E-1	2.244101763E-1	4.080581665E-2	3.826959494E-1
2.038899791E1	4.239748120E-1	2.344725132E-1	7.261276245E-3	4.845458975E-1
2.039402880E1	5.204241276E-1	2.497150898E-1	2.141952515E-2	5.776311061E-1
2.039905968E1	6.300687194E-1	2.036107779E-1	5.914020538E-2	6.647868109E-1
2.040409057E1	7.338893414E-1	1.347508430E-1	1.107091904E-1	7.543261098E-1
2.040912145E1	8.034090996E-1	4.311275482E-2	1.997890472E-1	8.289997312E-1
2.041415234E1	8.673626184E-1	-5.212199688E-2	3.023252487E-1	9.200191142E-1
2.041918322E1	9.257697463E-1	-1.321973801E-1	3.660144806E-1	1.004237208E0
2.042421411E1	9.952201843E-1	-2.180544138E-1	4.848852158E-1	1.128328239E0
2.042924499E1	9.923535585E-1	-2.470113039E-1	5.559053421E-1	1.163963453E0
2.043427588E1	1.003439665E0	-2.097791433E-1	5.217704773E-1	1.150279479E0
2.043930676E1	1.023746252E0	-1.161676645E-1	4.639339447E-1	1.129949565E0
2.044433765E1	1.020142078E0	-5.716204643E-2	3.824129105E-1	1.090961500E0
2.044936854E1	1.012048125E0	5.644798279E-3	3.632888794E-1	1.075291626E0
2.045439942E1	9.851154685E-1	5.322659016E-2	3.777751923E-1	1.056408847E0
2.045943031E1	9.488292933E-1	7.614243031E-2	3.684310913E-1	1.020693963E0
2.046446119E1	9.222719073E-1	1.175203323E-1	3.448476791E-1	9.916231247E-1
2.046949208E1	8.672258258E-1	1.486434937E-1	2.640008926E-1	9.186250554E-1
2.047452296E1	8.173012733E-1	2.078403234E-1	2.359428406E-1	8.756985757E-1
2.047955385E1	7.724168301E-1	2.186712027E-1	1.697301865E-1	8.205200731E-1
2.048458473E1	7.279421091E-1	2.099964619E-1	1.179924011E-1	7.667596983E-1
2.048961562E1	6.407842636E-1	1.722764969E-1	9.028148651E-2	6.696524551E-1
2.049464650E1	5.491721034E-1	1.247427464E-1	8.656215668E-2	5.697751828E-1
2.049967739E1	4.674163461E-1	6.735301018E-2	3.986358643E-2	4.739235952E-1
2.050470828E1	3.811067343E-1	1.925075054E-2	1.241397858E-2	3.817945012E-1
2.050973921E1	2.805210352E-1	-1.484191418E-2	4.246711731E-2	2.841052440E-1
2.051477015E1	1.894780993E-1	-5.895495415E-2	2.954483032E-2	2.006253567E-1
2.051980109E1	1.175156236E-1	-7.480967045E-2	-5.020904541E-2	1.480788871E-1
2.052483203E1	5.980271101E-2	-6.237971783E-2	-1.297664642E-1	1.559067948E-1
2.052986296E1	-2.824187279E-3	-4.550266266E-2	-1.469717026E-1	1.538803097E-1
2.053489390E1	-6.076756120E-2	-3.363573551E-2	-1.880054474E-1	2.004248174E-1
2.053992484E1	-9.487760067E-2	-4.584157467E-2	-1.572027206E-1	1.892509034E-1
2.054495578E1	-1.194881499E-1	-7.257473469E-2	-2.076807022E-1	2.503513214E-1
2.054998671E1	-1.152913868E-1	-1.090810299E-1	-2.532587051E-1	2.988824965E-1
2.055501765E1	-1.204880774E-1	-1.217641830E-1	-2.987461090E-1	3.443735337E-1
2.056004859E1	-1.495185196E-1	-1.488093138E-1	-3.345909119E-1	3.955389714E-1
2.056507952E1	-2.023109794E-1	-1.708580256E-1	-3.895387650E-1	4.710229789E-1
2.057011046E1	-2.501331866E-1	-1.687375307E-1	-4.492301941E-1	5.411531508E-1
2.057514140E1	-2.930016518E-1	-1.375895739E-1	-4.945468903E-1	5.910647049E-1
2.058017234E1	-3.404980302E-1	-1.156032085E-1	-5.303096771E-1	6.407272150E-1
2.058520328E1	-3.736017346E-1	-9.787893295E-2	-5.756759644E-1	6.932253296E-1
2.059023421E1	-3.923745155E-1	-7.957994938E-2	-5.971641541E-1	7.189546270E-1
2.059526515E1	-4.112963378E-1	-3.180348873E-2	-6.761426926E-1	7.920511853E-1
2.060029609E1	-4.207094908E-1	4.068493843E-2	-6.977767944E-1	8.158089205E-1
2.060532702E1	-4.588962197E-1	9.476184845E-2	-6.908245087E-1	8.347478962E-1
2.061035796E1	-4.828321040E-1	1.448485851E-1	-7.079401016E-1	8.690725751E-1
2.061538890E1	-4.830947518E-1	1.862233877E-1	-7.299690247E-1	8.949382472E-1
2.062041984E1	-5.028605461E-1	1.950876713E-1	-7.617034912E-1	9.333381685E-1
2.062545078E1	-5.278304815E-1	1.906670332E-1	-7.744493484E-1	9.564155624E-1
2.063048171E1	-5.435580015E-1	1.586321592E-1	-7.395391464E-1	9.314169915E-1
2.063551265E1	-5.644744039E-1	1.180988550E-1	-6.474571228E-1	8.670521426E-1
2.064054359E1	-5.379252434E-1	6.419277191E-2	-5.843439102E-1	7.968325325E-1
2.064557452E1	-4.591779411E-1	4.470038414E-2	-5.071096420E-1	6.855674255E-1
2.065060546E1	-3.617648482E-1	5.468940735E-2	-4.492311478E-1	5.793732483E-1
2.065563640E1	-2.887830734E-1	4.145979881E-2	-3.819761276E-1	4.806457536E-1
2.066066734E1	-2.450065613E-1	5.758810043E-2	-3.292579651E-1	4.144338451E-1
2.066569828E1	-2.015805840E-1	3.597581387E-2	-3.293008804E-1	3.877732081E-1
2.067072921E1	-1.487841010E-1	4.352009296E-2	-3.007240295E-1	3.383277245E-1
2.067576015E1	-1.296184063E-1	7.061982155E-2	-2.579145432E-1	2.971666233E-1
2.068079109E1	-1.153885424E-1	6.942415237E-2	-1.674089432E-1	2.148487443E-1
2.068582202E1	-8.212402463E-2	7.334196568E-2	-8.185672760E-2	1.372003032E-1
2.069085296E1	-3.469222784E-2	8.221375942E-2	-1.556682587E-2	9.058133902E-2
2.069588390E1	1.245802641E-2	8.636021614E-2	2.194499969E-2	8.997150863E-2
2.070091484E1	4.977238178E-2	1.095937490E-1	1.160430908E-2	1.209245211E-1
2.070594578E1	5.824699998E-2	1.614532471E-1	3.476619720E-2	1.751243914E-1
2.071097671E1	7.603165507E-2	1.988070011E-1	9.618949890E-2	2.335753753E-1
2.071600765E1	9.822845459E-2	2.216734886E-1	1.240940094E-1	2.723734349E-1
2.072103859E1	1.535361707E-1	2.253382206E-1	1.376409531E-1	3.054434503E-1
2.072606952E1	1.892224252E-1	2.336809635E-1	1.703395844E-1	3.455828308E-1
2.073110046E1	2.579892576E-1	2.228311300E-1	2.125911713E-1	4.017551190E-1
2.073613140E1	3.550223708E-1	1.783595085E-1	2.644014359E-1	4.772432476E-1
2.074116234E1	4.614349902E-1	1.001996994E-1	2.396821976E-1	5.295373318E-1
2.074619328E1	5.249062777E-1	1.707863808E-2	3.106851578E-1	6.101995964E-1
2.075122421E1	5.599268675E-1	-8.939981461E-3	4.007883072E-1	6.886430769E-1
2.075625515E1	5.378043056E-1	-4.020822048E-2	4.239044189E-1	6.859629206E-1
2.076128609E1	4.826023579E-1	-3.862380981E-2	4.088363647E-1	6.336750016E-1
2.076631703E1	3.678644300E-1	-1.844179630E-2	3.768510818E-1	5.269545299E-1
2.077134796E1	2.212326825E-1	-3.706824780E-2	3.119945526E-1	3.842636538E-1
2.077637890E1	3.344768286E-2	-7.992792130E-2	2.572765350E-1	2.714745579E-1
2.078140984E1	-1.525003016E-1	-9.922122955E-2	2.125959396E-1	2.798182051E-1
2.078644078E1	-3.035982251E-1	-3.334748745E-2	2.016096115E-1	3.659649883E-1
2.079147171E1	-4.106772542E-1	5.056595802E-2	1.812906265E-1	4.517510537E-1
2.079650265E1	-4.314760864E-1	1.143951416E-1	1.137323380E-1	4.606440125E-1
2.080153359E1	-3.665781021E-1	2.010490894E-1	-1.492404938E-2	4.183574650E-1
2.080656453E1	-2.404920757E-1	2.820525169E-1	-1.187314987E-1	3.892136040E-1
2.081159546E1	-9.175863862E-2	3.339662552E-1	-2.121868134E-1	4.061728094E-1
2.081662640E1	4.142194986E-2	3.619799614E-1	-2.811670303E-1	4.602175239E-1
2.082165734E1	1.448782384E-1	3.711330891E-1	-3.401374817E-1	5.238539684E-1
2.082668828E1	1.856280863E-1	3.569350243E-1	-2.942295074E-1	4.984289328E-1
2.083171921E1	2.069498599E-1	3.148266077E-1	-2.487859726E-1	4.514847700E-1
2.083675010E1	2.185125351E-1	2.259920835E-1	-2.275342941E-1	3.880618570E-1
2.084178098E1	2.155880034E-1	1.619478464E-1	-2.207565308E-1	3.484806136E-1
2.084681187E1	2.459882200E-1	1.319326162E-1	-2.330789566E-1	3.636512335E-1
2.085184275E1	2.619603276E-1	8.822643757E-2	-2.168684006E-1	3.513388972E-1
2.085687364E1	2.304270267E-1	7.255196571E-3	-2.056140900E-1	3.089116484E-1
2.086190452E1	2.041304111E-1	-5.849182606E-2	-2.372579575E-1	3.184051772E-1
2.086693541E1	1.547320187E-1	-9.489345551E-2	-2.069854736E-1	2.752993858E-1
2.087196630E1	1.109250188E-1	-1.163911819E-1	-1.960477829E-1	2.535468403E-1
2.087699718E1	6.800752878E-2	-1.089125872E-1	-1.757869720E-1	2.176879307E-1
2.088202807E1	2.239137888E-3	-1.011931896E-1	-1.700229645E-1	1.978708766E-1
2.088705895E1	-7.682445645E-2	-8.362758160E-2	-1.549062729E-1	1.920716608E-1
2.089208984E1	-1.452881098E-1	-3.735291958E-2	-1.495018005E-1	2.117891966E-1
2.089712072E1	-2.032915950E-1	1.844871044E-2	-1.252431870E-1	2.394862906E-1
2.090215161E1	-2.509410679E-1	5.516028404E-2	-6.803226471E-2	2.657865037E-1
2.090718249E1	-2.883319259E-1	7.764029503E-2	-1.137161255E-2	2.988187217E-1
2.091221338E1	-3.109132051E-1	6.691265106E-2	7.800769806E-2	3.274591959E-1
2.091724426E1	-3.237198293E-1	1.835358143E-2	1.666297913E-1	3.645502286E-1
2.092227515E1	-2.841663957E-1	-2.033472061E-2	2.117853165E-1	3.549888189E-1
2.092730604E1	-2.307091206E-1	-4.949712753E-2	2.471265793E-1	3.416843721E-1
2.093233692E1	-1.493723691E-1	-7.406461239E-2	2.490186691E-1	2.996797775E-1
2.093736781E1	-5.471807718E-2	-1.131776571E-1	2.130126953E-1	2.473411781E-1
2.094239869E1	5.775544047E-2	-1.714161634E-1	1.441707611E-1	2.313101821E-1
2.094742958E1	1.595396101E-1	-2.439306974E-1	8.550643921E-2	3.037538864E-1
2.095246046E1	2.792235017E-1	-2.878675461E-1	-2.004814148E-2	4.015413004E-1
2.095749135E1	3.646066189E-1	-2.558319569E-1	-1.911315918E-1	4.846847038E-1
2.096252223E1	4.541022778E-1	-2.432296276E-1	-3.797559738E-1	6.399876015E-1
2.096755312E1	4.909086227E-1	-2.116554976E-1	-4.766149521E-1	7.162060724E-1
2.097258400E1	4.707342386E-1	-1.657117605E-1	-5.062713623E-1	7.108880385E-1
2.097761489E1	3.940718770E-1	-1.244146824E-1	-4.930448532E-1	6.433233127E-1
2.098264578E1	2.091490328E-1	-6.867837906E-2	-4.278059006E-1	4.811215296E-1
2.098767666E1	-2.477794886E-3	-8.167266846E-3	-3.632078171E-1	3.633080815E-1
2.099270755E1	-2.121413499E-1	4.274141788E-2	-2.802324295E-1	3.540635475E-1
2.099773843E1	-3.773123324E-1	6.978845596E-2	-1.790056229E-1	4.234123732E-1
2.100276932E1	-4.985613525E-1	6.358420849E-2	-6.440353394E-2	5.067091759E-1
2.100780020E1	-5.479262471E-1	7.178997993E-2	-4.572677612E-2	5.544978914E-1
2.101283109E1	-5.307909250E-1	6.100273132E-2	3.927993774E-2	5.357268453E-1
2.101786197E1	-4.667029381E-1	3.602600098E-2	1.188554764E-1	4.829452655E-1
2.102289286E1	-3.466075063E-1	-7.770419121E-3	1.930465698E-1	3.968174907E-1
2.102792374E1	-2.184619606E-1	-2.765774727E-2	2.429313660E-1	3.278814233E-1
2.103295468E1	-1.534912288E-1	-3.348982334E-2	2.212533951E-1	2.713562058E-1
2.103798562E1	-9.876322746E-2	-2.063953876E-2	1.855840683E-1	2.112382827E-1
2.104301656E1	-5.413234234E-2	1.238584518E-3	9.804916382E-2	1.120066208E-1
2.104804749E1	-1.456040144E-2	4.166877270E-2	-7.706642151E-3	4.480718962E-2
2.105307843E1	1.054891944E-2	8.165693283E-2	-8.882331848E-2	1.211144760E-1
2.105810937E1	3.562185168E-2	1.118104458E-1	-1.407785416E-1	1.832732656E-1
2.106314031E1	4.636150599E-2	1.133204699E-1	-1.828250885E-1	2.200362041E-1
2.106817124E1	9.596347809E-3	5.803740025E-2	-2.293062210E-1	2.367314358E-1
2.107320218E1	-4.583823681E-2	3.467917442E-3	-2.659482956E-1	2.698919531E-1
2.107823312E1	-9.131339192E-2	-5.028784275E-2	-2.691068649E-1	2.885922858E-1
2.108326406E1	-1.411664486E-1	-1.078801155E-1	-2.723169327E-1	3.251501151E-1
2.108829499E1	-2.476207614E-1	-1.502780914E-1	-2.185974121E-1	3.628834177E-1
2.109332593E1	-3.723190129E-1	-1.824595928E-1	-1.036500931E-1	4.273830743E-1
2.109835687E1	-5.009321570E-1	-1.904667616E-1	5.574226379E-3	5.359493308E-1
2.110338781E1	-6.003681421E-1	-2.031921148E-1	7.592391968E-2	6.383520840E-1
2.110841874E1	-6.709386110E-1	-2.301934958E-1	1.219873428E-1	7.197420212E-1
2.111344968E1	-7.415801287E-1	-2.571580410E-1	1.582279205E-1	8.006918384E-1
2.111848062E1	-7.601270080E-1	-2.271530628E-1	1.989822388E-1	8.179153462E-1
2.112351156E1	-7.461099625E-1	-1.074140072E-1	2.347173691E-1	7.894998976E-1
2.112854249E1	-6.286334991E-1	2.053666115E-2	1.990051270E-1	6.597005921E-1
2.113357343E1	-4.605620205E-1	9.964454174E-2	1.731576920E-1	5.020258915E-1
2.113860437E1	-2.279518992E-1	1.446626186E-1	1.665697098E-1	3.172299005E-1
2.114363531E1	-1.674562693E-2	1.417316198E-1	1.173315048E-1	1.847564616E-1
2.114866624E1	1.354448795E-1	1.341353655E-1	1.302356720E-1	2.308656361E-1
2.115369718E1	2.482258081E-1	6.492900848E-2	2.332534790E-1	3.467549761E-1
2.115872812E1	2.887032628E-1	-1.324594021E-2	3.116874695E-1	4.250577696E-1
2.116375906E1	2.670541108E-1	-9.097754955E-2	3.800125122E-1	4.732909486E-1
2.116878999E1	1.695935428E-1	-1.589772701E-1	4.003562927E-1	4.629480568E-1
2.117382093E1	3.493252397E-2	-2.031836510E-1	3.826332092E-1	4.346401386E-1
2.117885187E1	-1.224336624E-1	-2.381429672E-1	3.319263458E-1	4.264706011E-1
2.118388281E1	-2.835279107E-1	-2.734193802E-1	2.342710495E-1	4.582893826E-1
2.118891374E1	-4.153460562E-1	-2.709695101E-1	1.232986450E-1	5.110179818E-1
2.119394468E1	-5.088322759E-1	-2.736799717E-1	-9.002685547E-4	5.777645042E-1
2.119897562E1	-5.548855066E-1	-2.528039217E-1	-6.701946259E-2	6.134324385E-1
2.120400656E1	-4.923502207E-1	-2.273184061E-1	-8.031940460E-2	5.482094530E-1
2.120903749E1	-3.886267543E-1	-1.354732513E-1	-1.124725342E-1	4.266542241E-1
2.121406843E1	-1.964616776E-1	-2.989912033E-2	-1.443557739E-1	2.456211261E-1
2.121909937E1	4.554000497E-2	9.409010410E-2	-1.759796143E-1	2.046843042E-1
2.122413031E1	2.659837306E-1	2.079991102E-1	-1.836347580E-1	3.843601164E-1
2.122916124E1	4.273005724E-1	3.214042187E-1	-1.912689209E-1	5.678646415E-1
2.123419218E1	5.919702053E-1	3.868139982E-1	-1.371574402E-1	7.203235083E-1
2.123922312E1	7.362121940E-1	4.189150333E-1	-1.215381622E-1	8.557275995E-1
2.124425406E1	7.606154680E-1	4.702603817E-1	-1.773414612E-1	9.116637048E-1
2.124928499E1	7.042958140E-1	5.312349796E-1	-2.232618332E-1	9.099939799E-1
2.125431593E1	5.916773677E-1	5.495700836E-1	-1.786670685E-1	8.270618511E-1
2.125934687E1	4.752482772E-1	5.018775463E-1	-1.487684250E-1	7.070177089E-1
2.126437781E1	3.928577304E-1	4.408925772E-1	-1.334257126E-1	6.054138103E-1
2.126940874E1	3.632512093E-1	3.762780428E-1	-1.515235901E-1	5.445144671E-1
2.127443968E1	4.241841435E-1	3.459988832E-1	-1.315574646E-1	5.629873723E-1
2.127947062E1	4.848188758E-1	3.165346384E-1	1.636886597E-2	5.792335103E-1
2.128450156E1	5.926932096E-1	3.020728827E-1	1.249971390E-1	6.768733648E-1
2.128953249E1	6.952475905E-1	2.786365747E-1	2.706451416E-1	7.964021256E-1
2.129456343E1	7.355682850E-1	2.460842133E-1	3.675651550E-1	8.583252793E-1
2.129959437E1	7.474803329E-1	2.138257027E-1	4.589214325E-1	9.028051619E-1
2.130462531E1	7.502300739E-1	1.673979759E-1	5.163002014E-1	9.259768594E-1
2.130965624E1	7.390928268E-1	1.305553913E-1	5.732450485E-1	9.444113524E-1
2.131468718E1	7.522227168E-1	1.030089855E-1	6.297836304E-1	9.864467993E-1
2.131971812E1	7.514801025E-1	6.552910805E-2	6.621971130E-1	1.003753668E0
2.132474906E1	7.891535759E-1	7.027757168E-2	6.374740601E-1	1.016895019E0
2.132977999E1	8.460400105E-1	1.121467352E-1	5.893182755E-1	1.037138669E0
2.133481093E1	8.698576689E-1	1.290892363E-1	5.701484680E-1	1.048038964E0
2.133984187E1	8.893454671E-1	1.307423115E-1	5.322475433E-1	1.044660882E0
2.134487281E1	8.904061317E-1	1.266705990E-1	4.662714005E-1	1.013053572E0
2.134990374E1	8.162719607E-1	1.264108419E-1	3.961925507E-1	9.161048805E-1
2.135493463E1	7.292491794E-1	7.289433479E-2	2.935619354E-1	7.894913296E-1
2.135996551E1	5.819613338E-1	4.550218582E-3	1.633987427E-1	6.044822972E-1
2.136499640E1	4.554206729E-1	-7.369434834E-2	2.493381500E-2	4.620179016E-1
2.137002729E1	3.493272066E-1	-9.516191483E-2	-1.550111771E-1	3.938448328E-1
2.137505817E1	2.775499225E-1	-7.431101799E-2	-2.384071350E-1	3.733551244E-1
2.138008906E1	2.395804524E-1	-6.361556053E-2	-3.590154648E-1	4.362772475E-1
2.138511994E1	2.350184321E-1	-1.998603344E-2	-4.263334274E-1	4.872302293E-1
2.139015083E1	2.778159976E-1	8.930444717E-3	-4.978065491E-1	5.701515953E-1
2.139518171E1	3.249983788E-1	2.821147442E-2	-5.686941147E-1	6.556163738E-1
2.140021260E1	3.623279929E-1	4.289650917E-2	-5.773096085E-1	6.829407507E-1
2.140524348E1	3.662998080E-1	5.787444115E-2	-5.906820297E-1	6.974455251E-1
2.141027437E1	3.372870088E-1	7.314658165E-2	-5.992841721E-1	6.915594462E-1
2.141530525E1	2.708590031E-1	8.406960964E-2	-5.699386597E-1	6.366022106E-1
2.142033614E1	1.484792829E-1	6.689023972E-2	-5.409564972E-1	5.649374598E-1
2.142536702E1	3.887653351E-3	2.180135250E-2	-5.265779495E-1	5.270434040E-1
2.143039791E1	-1.817430258E-1	-8.216738701E-3	-5.219345093E-1	5.527329140E-1
2.143542880E1	-3.701258302E-1	-4.225826263E-2	-4.652147293E-1	5.959896268E-1
2.144045968E1	-5.518703461E-1	-7.552480698E-2	-4.850521088E-1	7.386070833E-1
2.144549057E1	-6.797097921E-1	-1.269828081E-1	-5.428113937E-1	8.790757898E-1
2.145052145E1	-7.731050253E-1	-1.679289341E-1	-6.049451828E-1	9.959167542E-1
2.145555234E1	-8.467342257E-1	-1.698341370E-1	-6.334352493E-1	1.071000793E0
2.146058322E1	-8.818960786E-1	-1.946395636E-1	-6.760549545E-1	1.128129228E0
2.146561411E1	-8.838306665E-1	-1.802117825E-1	-7.184591293E-1	1.153176680E0
2.147064499E1	-8.577247858E-1	-1.363736391E-1	-6.941556931E-1	1.111819097E0
2.147567588E1	-8.419097662E-1	-9.175693989E-2	-7.651567459E-1	1.141357190E0
2.148070676E1	-8.028019071E-1	-5.122303963E-2	-8.072109222E-1	1.139607026E0
2.148573765E1	-7.501497865E-1	-1.938235760E-2	-7.445926666E-1	1.057127531E0
2.149076854E1	-6.747207642E-1	-1.035881042E-2	-6.778860092E-1	9.564961349E-1
2.149579942E1	-5.957901478E-1	-2.876770496E-2	-6.308479309E-1	8.681950201E-1
2.150083031E1	-4.944332242E-1	-6.014037132E-2	-5.368270874E-1	7.323007574E-1
2.150586119E1	-3.946189880E-1	-8.548116684E-2	-4.056873322E-1	5.723752153E-1
2.151089208E1	-2.296827435E-1	-1.192971468E-1	-3.421812057E-1	4.290384009E-1
2.151592296E1	-6.641441584E-2	-1.712310314E-1	-2.507600784E-1	3.108239979E-1
2.152095385E1	5.739963055E-2	-1.699701548E-1	-1.411533356E-1	2.282735973E-1
2.152598473E1	2.133996487E-1	-1.541138887E-1	-6.097793579E-2	2.702014238E-1
2.153101562E1	3.635149598E-1	-1.049586535E-1	1.851463318E-2	3.788168906E-1
2.153604650E1	4.461384416E-1	-5.608355999E-2	6.409358978E-2	4.541947413E-1
2.154107739E1	5.237028003E-1	-1.220512390E-2	5.703067780E-2	5.269403062E-1
2.154610828E1	5.441406965E-1	7.659673691E-3	1.402168274E-1	5.619684394E-1
2.155113916E1	5.364403129E-1	-9.998083115E-4	2.416667938E-1	5.883638739E-1
2.155617005E1	4.816874862E-1	-2.369976044E-2	2.757673264E-1	5.555466958E-1
2.156120098E1	4.040163755E-1	-1.283860207E-2	2.763195038E-1	4.896391831E-1
2.156623192E1	3.129528761E-1	3.130769730E-2	3.053483963E-1	4.383575227E-1
2.157126286E1	2.226854563E-1	7.523119450E-2	3.626308441E-1	4.321454317E-1
2.157629380E1	1.235934496E-1	1.141436100E-1	4.289531708E-1	4.607655881E-1
2.158132473E1	5.362129211E-2	1.432455778E-1	4.947652817E-1	5.178679585E-1
2.158635567E1	2.200961113E-2	1.530292034E-1	5.600862503E-1	5.810326737E-1
2.159138661E1	-4.807710648E-3	1.625521183E-1	6.249322891E-1	6.457450513E-1
2.159641755E1	-3.083050251E-3	1.669702530E-1	6.893129349E-1	7.092537577E-1
2.160144848E1	2.701008320E-2	1.567685604E-1	7.247428894E-1	7.419960794E-1
2.160647942E1	6.639569998E-2	1.081714630E-1	7.789506912E-1	7.892234371E-1
2.161151036E1	1.199188232E-1	5.462086201E-2	7.947950363E-1	8.056445323E-1
2.161654130E1	7.350373268E-2	2.464282513E-2	8.343219757E-1	8.379160022E-1
2.162157223E1	1.825654507E-2	8.439540863E-3	8.308620453E-1	8.311054479E-1
2.162660317E1	-7.429248095E-2	1.064288616E-2	8.227634430E-1	8.261793552E-1
2.163163411E1	-1.564571857E-1	3.115403652E-2	7.910709381E-1	8.069960682E-1
2.163666505E1	-2.427893281E-1	4.618942738E-2	7.692260742E-1	8.079535100E-1
2.164169598E1	-2.810847759E-1	6.060361862E-2	7.618942261E-1	8.143489802E-1
2.164672692E1	-2.813164592E-1	8.396947384E-2	7.784471512E-1	8.319674212E-1
2.165175786E1	-2.105621696E-1	1.494513750E-1	7.379598618E-1	7.818292002E-1
2.165678880E1	-4.552108049E-2	1.712298393E-1	7.121200562E-1	7.338302263E-1
2.166181973E1	1.134757996E-1	1.592036486E-1	7.197780609E-1	7.458572355E-1
2.166685067E1	2.331469655E-1	1.373877525E-1	7.321710587E-1	7.805814251E-1
2.167188161E1	2.807130814E-1	1.104831696E-1	7.397651672E-1	7.989110510E-1
2.167691255E1	2.566761971E-1	1.022694111E-1	7.473573685E-1	7.967965479E-1
2.168194348E1	2.090187669E-1	7.449209690E-2	7.312259674E-1	7.641526895E-1
2.168697442E1	1.140843630E-1	3.196239471E-2	7.295761108E-1	7.391333696E-1
2.169200536E1	6.242454052E-2	-4.893106222E-2	7.090530396E-1	7.134754971E-1
2.169703630E1	2.501940727E-2	-1.252271533E-1	7.125759125E-1	7.239283402E-1
2.170206723E1	1.639604568E-3	-1.779658794E-1	7.494506836E-1	7.702927169E-1
2.170709817E1	6.250381470E-3	-2.121397257E-1	8.384151459E-1	8.648596923E-1
2.171212911E1	8.115488291E-2	-2.185741663E-1	8.461132050E-1	8.776493245E-1
2.171716005E1	1.830452681E-1	-2.973920107E-1	7.494993210E-1	8.268596074E-1
2.172219098E1	3.594065905E-1	-3.625856042E-1	6.538934708E-1	8.295891084E-1
2.172722192E1	6.147601604E-1	-3.337281942E-1	5.782651901E-1	9.075765492E-1
2.173225286E1	8.538764715E-1	-2.352742553E-1	5.081539154E-1	1.021116744E0
2.173728380E1	9.917591810E-1	-1.294586062E-1	4.387245178E-1	1.092165283E0
2.174231473E1	1.084572673E0	-4.030829668E-2	2.769441605E-1	1.120098527E0
2.174734567E1	1.144644380E0	9.406208992E-3	5.322551727E-2	1.145919800E0
2.175237661E1	1.114839911E0	5.830883980E-2	-1.893672943E-1	1.132310877E0
2.175740755E1	1.014345646E0	1.259042025E-1	-4.125871658E-1	1.102260009E0
2.176243848E1	8.765531778E-1	1.983662844E-1	-5.830211639E-1	1.071264829E0
2.176746942E1	7.585725784E-1	2.855811119E-1	-6.959543228E-1	1.068335784E0
